id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,predicted_cltv,cltv_segment,income_band,policy_band,has_claims
121731,Male,Urban,Bachelor,5L-10L,0,5,8980,More than 1,A,Silver,111206.5,Premium,5L-10L,More than 1,1
121732,Male,Rural,High School,5L-10L,1,3,3912,More than 1,A,Platinum,83300.72,Medium,5L-10L,More than 1,1
121733,Male,Urban,High School,5L-10L,0,5,4009,1,C,Platinum,46491.64,Low,5L-10L,1,1
121734,Male,Urban,Bachelor,More than 10L,0,6,3577,More than 1,A,Platinum,96499.03,Premium,More than 10L,More than 1,1
121735,Male,Urban,High School,5L-10L,0,5,4057,1,A,Gold,44950.35,Low,5L-10L,1,1
121736,Female,Urban,Bachelor,More than 10L,1,6,2854,More than 1,A,Silver,84088.52,Medium,More than 10L,More than 1,1
121737,Male,Urban,High School,5L-10L,1,5,14844,More than 1,A,Gold,114432.56,Premium,5L-10L,More than 1,1
121738,Male,Urban,High School,More than 10L,1,1,3594,More than 1,C,Gold,92889.14,High,More than 10L,More than 1,1
121739,Female,Urban,Bachelor,5L-10L,0,8,9656,More than 1,A,Platinum,117409.01,Premium,5L-10L,More than 1,1
121740,Male,Urban,Others,More than 10L,1,8,4152,1,B,Silver,46678.98,Low,More than 10L,1,1
121741,Male,Rural,Bachelor,2L-5L,0,6,0,More than 1,B,Platinum,77965.04,Medium,2L-5L,More than 1,0
121742,Female,Urban,High School,5L-10L,1,2,4986,More than 1,A,Platinum,84707.52,Medium,5L-10L,More than 1,1
121743,Male,Rural,High School,5L-10L,1,7,3148,More than 1,A,Gold,89058.25,High,5L-10L,More than 1,1
121744,Female,Rural,Bachelor,5L-10L,1,2,0,More than 1,A,Gold,86124.93,High,5L-10L,More than 1,0
121745,Male,Urban,Bachelor,5L-10L,1,4,4130,More than 1,A,Platinum,88396.16,High,5L-10L,More than 1,1
121746,Male,Rural,Bachelor,5L-10L,1,7,2976,1,B,Silver,47327.68,Medium,5L-10L,1,1
121747,Female,Rural,High School,5L-10L,1,8,6398,More than 1,C,Platinum,106083.32,Premium,5L-10L,More than 1,1
121748,Female,Urban,High School,2L-5L,1,6,4966,1,A,Platinum,42603.47,Low,2L-5L,1,1
121749,Male,Urban,Bachelor,2L-5L,1,7,0,1,A,Platinum,44750.48,Low,2L-5L,1,0
121750,Female,Urban,Bachelor,5L-10L,0,7,11782,1,A,Silver,50405.91,Medium,5L-10L,1,1
121751,Male,Urban,Others,5L-10L,0,7,3518,1,A,Platinum,46037.46,Low,5L-10L,1,1
121752,Male,Urban,High School,5L-10L,0,2,0,More than 1,B,Platinum,88380.28,High,5L-10L,More than 1,0
121753,Female,Urban,Bachelor,5L-10L,1,4,2772,More than 1,A,Platinum,88291.43,High,5L-10L,More than 1,1
121754,Female,Urban,Bachelor,2L-5L,0,2,5374,More than 1,A,Gold,107660.26,Premium,2L-5L,More than 1,1
121755,Male,Rural,High School,5L-10L,0,4,0,More than 1,A,Platinum,80252.34,Medium,5L-10L,More than 1,0
121756,Female,Urban,Bachelor,2L-5L,0,5,0,1,B,Platinum,47267.5,Medium,2L-5L,1,0
121757,Female,Rural,Bachelor,2L-5L,1,7,0,1,A,Platinum,45811.89,Low,2L-5L,1,0
121758,Female,Urban,Bachelor,5L-10L,0,4,3461,More than 1,A,Gold,96759.86,Premium,5L-10L,More than 1,1
121759,Female,Urban,Bachelor,2L-5L,1,7,7298,More than 1,B,Gold,110247.73,Premium,2L-5L,More than 1,1
121760,Male,Urban,High School,5L-10L,0,8,6379,More than 1,B,Platinum,91538.99,High,5L-10L,More than 1,1
121761,Male,Rural,Bachelor,5L-10L,1,5,0,1,A,Platinum,43635.7,Low,5L-10L,1,0
121762,Female,Urban,Bachelor,More than 10L,1,1,6152,1,A,Platinum,45030.41,Low,More than 10L,1,1
121763,Male,Urban,High School,5L-10L,1,7,10614,More than 1,A,Platinum,101123.61,Premium,5L-10L,More than 1,1
121764,Female,Urban,High School,5L-10L,1,1,4345,More than 1,A,Gold,88422.47,High,5L-10L,More than 1,1
121765,Male,Urban,High School,More than 10L,1,4,0,More than 1,B,Platinum,76737.55,Medium,More than 10L,More than 1,0
121766,Female,Urban,Bachelor,5L-10L,1,5,9888,1,B,Platinum,50125.02,Medium,5L-10L,1,1
121767,Female,Urban,Bachelor,5L-10L,0,8,16240,More than 1,A,Silver,112813.59,Premium,5L-10L,More than 1,1
121768,Female,Rural,High School,5L-10L,0,1,2529,1,A,Platinum,46885.9,Low,5L-10L,1,1
121769,Female,Rural,Bachelor,5L-10L,0,7,0,1,B,Silver,46646.91,Low,5L-10L,1,0
121770,Female,Rural,Bachelor,2L-5L,1,7,0,More than 1,A,Platinum,78556.97,Medium,2L-5L,More than 1,0
121771,Male,Urban,Bachelor,5L-10L,1,2,3975,More than 1,B,Silver,81261.1,Medium,5L-10L,More than 1,1
121772,Female,Urban,Bachelor,2L-5L,0,6,6434,More than 1,B,Silver,91749.91,High,2L-5L,More than 1,1
121773,Male,Urban,Bachelor,2L-5L,0,6,6769,More than 1,A,Platinum,109553.59,Premium,2L-5L,More than 1,1
121774,Male,Urban,Bachelor,2L-5L,1,7,4380,More than 1,B,Platinum,90562.46,High,2L-5L,More than 1,1
121775,Female,Urban,Bachelor,5L-10L,1,6,5471,1,A,Gold,43224.04,Low,5L-10L,1,1
121776,Female,Rural,Bachelor,5L-10L,1,6,3652,1,A,Platinum,48089.25,Medium,5L-10L,1,1
121777,Female,Urban,High School,2L-5L,1,5,3654,1,A,Platinum,44848.44,Low,2L-5L,1,1
121778,Male,Urban,High School,<=2L,0,5,5096,More than 1,A,Platinum,96147.15,Premium,<=2L,More than 1,1
121779,Female,Urban,High School,5L-10L,0,2,6193,More than 1,A,Silver,100638.3,Premium,5L-10L,More than 1,1
121780,Male,Urban,Bachelor,5L-10L,0,5,6128,More than 1,A,Platinum,108150.87,Premium,5L-10L,More than 1,1
121781,Male,Urban,High School,5L-10L,1,5,6135,More than 1,A,Gold,98960.14,Premium,5L-10L,More than 1,1
121782,Female,Urban,Bachelor,5L-10L,1,0,3807,More than 1,A,Platinum,84213.59,Medium,5L-10L,More than 1,1
121783,Male,Urban,Bachelor,2L-5L,0,2,8997,More than 1,A,Platinum,114091.87,Premium,2L-5L,More than 1,1
121784,Male,Rural,High School,5L-10L,0,6,0,More than 1,A,Platinum,79692.39,Medium,5L-10L,More than 1,0
121785,Female,Urban,Bachelor,5L-10L,1,4,2436,1,B,Silver,45535.64,Low,5L-10L,1,1
121786,Female,Urban,High School,5L-10L,1,2,4893,More than 1,A,Gold,89562.14,High,5L-10L,More than 1,1
121787,Male,Rural,High School,5L-10L,0,2,3757,1,A,Silver,46613.06,Low,5L-10L,1,1
121788,Female,Urban,High School,5L-10L,1,8,6992,More than 1,A,Silver,94873.04,High,5L-10L,More than 1,1
121789,Male,Urban,Bachelor,5L-10L,0,7,4261,More than 1,A,Platinum,94944.43,High,5L-10L,More than 1,1
121790,Female,Urban,High School,5L-10L,0,1,5023,More than 1,A,Platinum,101811.16,Premium,5L-10L,More than 1,1
121791,Male,Urban,Others,More than 10L,0,6,3224,1,A,Silver,44129.52,Low,More than 10L,1,1
121792,Male,Urban,Others,2L-5L,0,6,4482,More than 1,A,Platinum,99669.78,Premium,2L-5L,More than 1,1
121793,Male,Urban,High School,5L-10L,0,3,6086,1,A,Gold,43776.43,Low,5L-10L,1,1
121794,Male,Urban,High School,2L-5L,0,6,13915,More than 1,B,Gold,98472.49,Premium,2L-5L,More than 1,1
121795,Female,Urban,High School,5L-10L,1,3,4990,1,A,Platinum,41667.47,Low,5L-10L,1,1
121796,Male,Urban,High School,5L-10L,0,5,0,More than 1,C,Platinum,93986.13,High,5L-10L,More than 1,0
121797,Male,Urban,High School,2L-5L,1,6,10498,More than 1,B,Silver,99867.58,Premium,2L-5L,More than 1,1
121798,Male,Urban,Bachelor,2L-5L,1,5,5246,More than 1,A,Platinum,92890.54,High,2L-5L,More than 1,1
121799,Male,Rural,High School,2L-5L,1,1,4378,More than 1,A,Silver,84937.13,Medium,2L-5L,More than 1,1
121800,Female,Urban,Bachelor,5L-10L,0,8,11695,More than 1,A,Silver,108991.59,Premium,5L-10L,More than 1,1
121801,Female,Urban,High School,2L-5L,1,4,6914,More than 1,A,Platinum,101369.17,Premium,2L-5L,More than 1,1
121802,Female,Urban,Bachelor,2L-5L,0,4,6539,1,A,Platinum,47312.6,Medium,2L-5L,1,1
121803,Female,Urban,Bachelor,5L-10L,1,3,4940,More than 1,A,Platinum,95240.19,Premium,5L-10L,More than 1,1
121804,Female,Rural,Bachelor,5L-10L,0,8,2338,More than 1,A,Platinum,83772.91,Medium,5L-10L,More than 1,1
121805,Female,Urban,High School,5L-10L,1,4,2626,More than 1,C,Platinum,100147.34,Premium,5L-10L,More than 1,1
121806,Female,Urban,Bachelor,5L-10L,0,7,7285,More than 1,A,Gold,97472.18,Premium,5L-10L,More than 1,1
121807,Male,Urban,Bachelor,2L-5L,0,1,3873,1,B,Silver,46752.96,Low,2L-5L,1,1
121808,Male,Rural,Bachelor,5L-10L,0,6,2501,More than 1,A,Platinum,81302.67,Medium,5L-10L,More than 1,1
121809,Female,Urban,High School,More than 10L,0,7,5613,More than 1,A,Platinum,98008.66,Premium,More than 10L,More than 1,1
121810,Male,Urban,Bachelor,5L-10L,1,8,4342,More than 1,A,Gold,86920.6,High,5L-10L,More than 1,1
121811,Male,Urban,High School,More than 10L,1,5,11758,More than 1,A,Gold,113908.27,Premium,More than 10L,More than 1,1
121812,Female,Urban,Others,2L-5L,0,6,4442,1,A,Gold,46957.88,Low,2L-5L,1,1
121813,Male,Urban,High School,More than 10L,1,6,0,1,A,Platinum,43597.82,Low,More than 10L,1,0
121814,Female,Urban,Bachelor,More than 10L,0,6,2776,More than 1,A,Platinum,92972.89,High,More than 10L,More than 1,1
121815,Male,Urban,Bachelor,More than 10L,1,1,3719,1,A,Platinum,44205.07,Low,More than 10L,1,1
121816,Male,Urban,High School,2L-5L,0,4,15202,More than 1,C,Silver,130396.81,Premium,2L-5L,More than 1,1
121817,Female,Rural,Bachelor,5L-10L,1,7,0,1,A,Platinum,45863.96,Low,5L-10L,1,0
121818,Male,Urban,Bachelor,2L-5L,1,8,17672,More than 1,A,Gold,129072.73,Premium,2L-5L,More than 1,1
121819,Male,Urban,Bachelor,2L-5L,1,1,0,More than 1,B,Gold,78234.52,Medium,2L-5L,More than 1,0
121820,Female,Urban,High School,2L-5L,1,6,3613,More than 1,A,Silver,85183.69,High,2L-5L,More than 1,1
121821,Female,Urban,High School,5L-10L,0,1,4045,More than 1,A,Platinum,93336.83,High,5L-10L,More than 1,1
121822,Male,Urban,Bachelor,2L-5L,1,4,4559,1,A,Platinum,45693.27,Low,2L-5L,1,1
121823,Female,Rural,Bachelor,More than 10L,1,4,3316,More than 1,A,Platinum,82174.96,Medium,More than 10L,More than 1,1
121824,Male,Urban,Bachelor,5L-10L,1,5,2021,1,A,Platinum,43861.04,Low,5L-10L,1,1
121825,Male,Urban,Bachelor,5L-10L,0,6,4047,More than 1,A,Silver,93576.92,High,5L-10L,More than 1,1
121826,Female,Rural,Bachelor,2L-5L,0,7,6244,More than 1,B,Silver,90765.73,High,2L-5L,More than 1,1
121827,Female,Rural,High School,5L-10L,0,8,2042,More than 1,B,Platinum,77417.61,Medium,5L-10L,More than 1,1
121828,Male,Urban,Bachelor,2L-5L,0,6,5963,1,A,Gold,44342.36,Low,2L-5L,1,1
121829,Female,Rural,High School,More than 10L,1,6,2383,1,A,Platinum,46819.87,Low,More than 10L,1,1
121830,Male,Urban,Bachelor,5L-10L,1,3,5910,1,A,Platinum,44148.34,Low,5L-10L,1,1
121831,Male,Urban,Bachelor,5L-10L,1,6,2559,1,A,Silver,46023.31,Low,5L-10L,1,1
121832,Male,Rural,Bachelor,2L-5L,0,5,0,More than 1,B,Platinum,77965.04,Medium,2L-5L,More than 1,0
121833,Female,Urban,High School,More than 10L,1,7,3714,More than 1,B,Gold,79174.54,Medium,More than 10L,More than 1,1
121834,Female,Urban,High School,5L-10L,1,2,4945,More than 1,A,Platinum,88532.97,High,5L-10L,More than 1,1
121835,Female,Rural,High School,5L-10L,1,2,0,More than 1,A,Platinum,80664.98,Medium,5L-10L,More than 1,0
121836,Male,Urban,Others,<=2L,1,7,6103,1,A,Platinum,44882.82,Low,<=2L,1,1
121837,Female,Urban,High School,More than 10L,0,1,6054,More than 1,A,Silver,98655.36,Premium,More than 10L,More than 1,1
121838,Male,Urban,High School,2L-5L,1,8,5843,1,A,Platinum,46205.93,Low,2L-5L,1,1
121839,Male,Urban,Bachelor,2L-5L,1,7,2065,More than 1,B,Platinum,79945.64,Medium,2L-5L,More than 1,1
121840,Female,Urban,High School,2L-5L,1,6,11007,More than 1,A,Platinum,113815.16,Premium,2L-5L,More than 1,1
121841,Male,Rural,Bachelor,5L-10L,1,6,9130,1,B,Platinum,50222.13,Medium,5L-10L,1,1
121842,Female,Rural,High School,More than 10L,1,5,0,1,C,Platinum,44772.33,Low,More than 10L,1,0
121843,Male,Rural,Bachelor,5L-10L,0,1,3712,1,A,Platinum,47187.91,Medium,5L-10L,1,1
121844,Male,Urban,Bachelor,More than 10L,1,3,4063,More than 1,A,Silver,93481.88,High,More than 10L,More than 1,1
121845,Female,Urban,Bachelor,2L-5L,1,4,3976,1,A,Silver,45694.68,Low,2L-5L,1,1
121846,Male,Urban,Bachelor,More than 10L,1,1,2864,More than 1,A,Platinum,84035.21,Medium,More than 10L,More than 1,1
121847,Male,Rural,High School,5L-10L,1,1,2407,1,A,Silver,45817.65,Low,5L-10L,1,1
121848,Female,Urban,Bachelor,2L-5L,1,4,6253,More than 1,B,Silver,89760.91,High,2L-5L,More than 1,1
121849,Female,Urban,Bachelor,2L-5L,1,7,3360,More than 1,C,Platinum,94339.62,High,2L-5L,More than 1,1
121850,Female,Urban,High School,5L-10L,1,4,6498,More than 1,B,Platinum,91033.02,High,5L-10L,More than 1,1
121851,Female,Urban,High School,2L-5L,1,5,3283,1,B,Gold,45804.66,Low,2L-5L,1,1
121852,Male,Urban,High School,More than 10L,0,4,5337,1,A,Platinum,42532.98,Low,More than 10L,1,1
121853,Male,Rural,Others,5L-10L,1,6,0,More than 1,A,Silver,74843.16,Medium,5L-10L,More than 1,0
121854,Female,Rural,High School,5L-10L,1,7,0,1,A,Silver,45099.59,Low,5L-10L,1,0
121855,Female,Rural,High School,5L-10L,1,6,3036,1,A,Platinum,48117.94,Medium,5L-10L,1,1
121856,Male,Urban,High School,2L-5L,0,6,6485,More than 1,A,Silver,104410.17,Premium,2L-5L,More than 1,1
121857,Female,Urban,High School,<=2L,1,7,4057,1,C,Gold,46090.08,Low,<=2L,1,1
121858,Female,Urban,High School,More than 10L,1,8,0,More than 1,A,Platinum,85952.86,High,More than 10L,More than 1,0
121859,Female,Urban,High School,2L-5L,0,6,6097,More than 1,B,Silver,83495.48,Medium,2L-5L,More than 1,1
121860,Male,Urban,Bachelor,2L-5L,1,2,7610,1,B,Silver,48744.09,Medium,2L-5L,1,1
121861,Male,Urban,High School,2L-5L,0,4,5042,More than 1,A,Platinum,97195.61,Premium,2L-5L,More than 1,1
121862,Male,Urban,High School,2L-5L,1,1,5068,More than 1,C,Platinum,110437.04,Premium,2L-5L,More than 1,1
121863,Female,Urban,Bachelor,5L-10L,0,8,6886,More than 1,A,Platinum,102529.28,Premium,5L-10L,More than 1,1
121864,Male,Urban,Bachelor,5L-10L,1,4,6547,More than 1,B,Platinum,95107.63,Premium,5L-10L,More than 1,1
121865,Male,Rural,Bachelor,5L-10L,1,6,0,More than 1,B,Platinum,75152.61,Medium,5L-10L,More than 1,0
121866,Female,Urban,High School,2L-5L,0,4,3938,More than 1,A,Silver,97295.1,Premium,2L-5L,More than 1,1
121867,Male,Urban,Bachelor,5L-10L,0,6,5711,1,A,Silver,42819.63,Low,5L-10L,1,1
121868,Male,Urban,Bachelor,2L-5L,1,7,2914,More than 1,B,Platinum,83058.54,Medium,2L-5L,More than 1,1
121869,Male,Urban,Bachelor,2L-5L,1,5,3934,1,C,Gold,46117.9,Low,2L-5L,1,1
121870,Female,Urban,High School,5L-10L,0,5,7771,More than 1,A,Silver,106377.3,Premium,5L-10L,More than 1,1
121871,Male,Urban,Bachelor,5L-10L,0,7,0,1,A,Gold,44941.82,Low,5L-10L,1,0
121872,Male,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Silver,81830.11,Medium,5L-10L,More than 1,0
121873,Male,Urban,High School,5L-10L,1,7,4600,1,B,Silver,46560.59,Low,5L-10L,1,1
121874,Male,Urban,High School,5L-10L,0,5,4454,More than 1,A,Platinum,95610.69,Premium,5L-10L,More than 1,1
121875,Male,Rural,High School,More than 10L,0,0,0,1,B,Platinum,44068.47,Low,More than 10L,1,0
121876,Male,Urban,Others,5L-10L,1,5,3775,More than 1,A,Platinum,85242.55,High,5L-10L,More than 1,1
121877,Female,Urban,Bachelor,2L-5L,1,8,4767,More than 1,B,Platinum,84720.12,Medium,2L-5L,More than 1,1
121878,Male,Rural,Bachelor,5L-10L,0,6,3606,1,B,Silver,47413.86,Medium,5L-10L,1,1
121879,Male,Rural,High School,5L-10L,0,1,0,More than 1,A,Platinum,78887.37,Medium,5L-10L,More than 1,0
121880,Female,Urban,Bachelor,2L-5L,1,5,0,More than 1,B,Silver,76946.49,Medium,2L-5L,More than 1,0
121881,Male,Urban,Bachelor,5L-10L,1,4,3281,More than 1,B,Gold,79945.97,Medium,5L-10L,More than 1,1
121882,Male,Urban,Bachelor,More than 10L,1,7,3421,More than 1,A,Gold,85792.81,High,More than 10L,More than 1,1
121883,Female,Rural,High School,5L-10L,1,6,2291,More than 1,A,Platinum,80850.17,Medium,5L-10L,More than 1,1
121884,Male,Urban,High School,5L-10L,0,6,2332,1,A,Silver,44025.69,Low,5L-10L,1,1
121885,Male,Rural,Bachelor,More than 10L,0,8,0,More than 1,B,Platinum,74802.62,Medium,More than 10L,More than 1,0
121886,Female,Rural,Bachelor,5L-10L,1,3,0,More than 1,A,Platinum,80864.76,Medium,5L-10L,More than 1,0
121887,Female,Rural,Bachelor,5L-10L,1,5,0,More than 1,C,Gold,87539.28,High,5L-10L,More than 1,0
121888,Male,Urban,High School,5L-10L,0,5,8588,More than 1,A,Gold,109273.05,Premium,5L-10L,More than 1,1
121889,Male,Urban,High School,5L-10L,0,3,8683,More than 1,A,Platinum,116047.82,Premium,5L-10L,More than 1,1
121890,Male,Urban,Bachelor,2L-5L,1,7,12859,More than 1,B,Platinum,102101.71,Premium,2L-5L,More than 1,1
121891,Female,Rural,High School,5L-10L,0,0,0,More than 1,A,Gold,85958.12,High,5L-10L,More than 1,0
121892,Male,Rural,High School,2L-5L,0,7,2480,1,B,Gold,46199.56,Low,2L-5L,1,1
121893,Male,Urban,Bachelor,2L-5L,1,2,6248,More than 1,B,Silver,88123.0,High,2L-5L,More than 1,1
121894,Female,Urban,Bachelor,2L-5L,1,4,7177,1,A,Platinum,50661.85,Medium,2L-5L,1,1
121895,Female,Urban,High School,5L-10L,1,6,2995,1,A,Platinum,46848.5,Low,5L-10L,1,1
121896,Male,Urban,High School,2L-5L,0,6,16443,1,A,Platinum,52149.77,Medium,2L-5L,1,1
121897,Male,Urban,High School,5L-10L,1,8,6203,More than 1,A,Platinum,96771.03,Premium,5L-10L,More than 1,1
121898,Female,Urban,Bachelor,5L-10L,1,5,2129,1,A,Silver,44919.7,Low,5L-10L,1,1
121899,Female,Urban,Bachelor,More than 10L,1,6,0,More than 1,A,Platinum,86231.6,High,More than 10L,More than 1,0
121900,Male,Urban,High School,5L-10L,1,7,3774,More than 1,A,Platinum,88747.22,High,5L-10L,More than 1,1
121901,Female,Urban,Bachelor,5L-10L,0,4,6246,1,A,Platinum,46681.89,Low,5L-10L,1,1
121902,Male,Rural,Bachelor,2L-5L,1,1,5234,More than 1,A,Platinum,87414.64,High,2L-5L,More than 1,1
121903,Female,Rural,Bachelor,More than 10L,1,5,0,More than 1,A,Platinum,81030.23,Medium,More than 10L,More than 1,0
121904,Female,Rural,High School,5L-10L,1,5,0,More than 1,A,Platinum,80682.16,Medium,5L-10L,More than 1,0
121905,Female,Urban,High School,5L-10L,0,5,10860,1,A,Platinum,51695.41,Medium,5L-10L,1,1
121906,Male,Rural,Bachelor,5L-10L,1,7,0,1,C,Platinum,44831.1,Low,5L-10L,1,0
121907,Male,Urban,High School,5L-10L,1,7,3029,More than 1,A,Platinum,86811.17,High,5L-10L,More than 1,1
121908,Male,Urban,High School,5L-10L,0,7,11210,More than 1,A,Platinum,128398.04,Premium,5L-10L,More than 1,1
121909,Male,Urban,High School,5L-10L,0,8,6710,More than 1,C,Silver,104571.34,Premium,5L-10L,More than 1,1
121910,Male,Urban,High School,More than 10L,0,2,6260,More than 1,A,Silver,100069.51,Premium,More than 10L,More than 1,1
121911,Male,Urban,High School,5L-10L,1,8,6326,1,A,Platinum,47746.53,Medium,5L-10L,1,1
121912,Male,Rural,Bachelor,5L-10L,1,2,0,More than 1,A,Gold,85857.15,High,5L-10L,More than 1,0
121913,Male,Urban,Bachelor,5L-10L,0,6,4071,1,A,Platinum,49144.78,Medium,5L-10L,1,1
121914,Female,Rural,High School,5L-10L,1,2,0,1,B,Platinum,45003.93,Low,5L-10L,1,0
121915,Female,Rural,High School,More than 10L,1,1,0,1,A,Silver,43991.77,Low,More than 10L,1,0
121916,Female,Rural,High School,5L-10L,0,7,0,More than 1,C,Silver,84107.61,Medium,5L-10L,More than 1,0
121917,Male,Urban,Bachelor,5L-10L,0,6,7394,1,A,Silver,51506.72,Medium,5L-10L,1,1
121918,Male,Urban,Bachelor,5L-10L,1,8,2147,More than 1,A,Platinum,86312.25,High,5L-10L,More than 1,1
121919,Male,Rural,High School,More than 10L,1,6,0,More than 1,A,Silver,82333.19,Medium,More than 10L,More than 1,0
121920,Male,Urban,Bachelor,2L-5L,0,3,0,More than 1,C,Silver,90660.36,High,2L-5L,More than 1,0
121921,Male,Urban,Bachelor,<=2L,1,7,3908,More than 1,B,Platinum,93134.46,High,<=2L,More than 1,1
121922,Male,Rural,Bachelor,5L-10L,0,3,2957,More than 1,A,Silver,86750.72,High,5L-10L,More than 1,1
121923,Male,Rural,High School,2L-5L,0,6,0,More than 1,B,Silver,78392.15,Medium,2L-5L,More than 1,0
121924,Male,Rural,High School,5L-10L,1,6,0,1,A,Silver,43442.71,Low,5L-10L,1,0
121925,Male,Urban,Bachelor,2L-5L,1,3,3832,More than 1,B,Platinum,91632.35,High,2L-5L,More than 1,1
121926,Female,Urban,Bachelor,2L-5L,1,6,3879,More than 1,B,Platinum,91303.16,High,2L-5L,More than 1,1
121927,Female,Rural,High School,5L-10L,0,2,2547,More than 1,B,Silver,81770.25,Medium,5L-10L,More than 1,1
121928,Male,Urban,High School,5L-10L,1,7,0,1,A,Platinum,44664.28,Low,5L-10L,1,0
121929,Female,Urban,High School,2L-5L,0,3,0,More than 1,B,Platinum,88774.97,High,2L-5L,More than 1,0
121930,Male,Urban,High School,5L-10L,1,2,4469,1,A,Gold,45552.06,Low,5L-10L,1,1
121931,Male,Rural,Bachelor,5L-10L,1,4,3904,More than 1,A,Gold,94745.11,High,5L-10L,More than 1,1
121932,Female,Urban,High School,5L-10L,0,6,5619,More than 1,A,Silver,96319.99,Premium,5L-10L,More than 1,1
121933,Male,Urban,Bachelor,<=2L,1,6,3680,More than 1,B,Platinum,92556.73,High,<=2L,More than 1,1
121934,Female,Urban,High School,5L-10L,1,5,6145,More than 1,A,Gold,88156.32,High,5L-10L,More than 1,1
121935,Female,Urban,High School,5L-10L,0,4,6502,1,A,Platinum,45602.15,Low,5L-10L,1,1
121936,Male,Urban,High School,2L-5L,1,1,4699,More than 1,C,Platinum,109575.05,Premium,2L-5L,More than 1,1
121937,Male,Urban,High School,2L-5L,1,7,3162,More than 1,A,Silver,88258.36,High,2L-5L,More than 1,1
121938,Female,Rural,High School,More than 10L,1,6,0,1,A,Platinum,44902.55,Low,More than 10L,1,0
121939,Male,Urban,Bachelor,5L-10L,1,7,4353,More than 1,B,Gold,86158.88,High,5L-10L,More than 1,1
121940,Male,Rural,Bachelor,5L-10L,1,0,0,1,B,Silver,44540.76,Low,5L-10L,1,0
121941,Male,Urban,High School,2L-5L,1,7,8649,More than 1,A,Gold,120772.17,Premium,2L-5L,More than 1,1
121942,Male,Urban,Bachelor,2L-5L,0,2,8900,More than 1,B,Silver,102250.38,Premium,2L-5L,More than 1,1
121943,Male,Urban,Bachelor,2L-5L,0,3,3930,More than 1,A,Gold,98931.93,Premium,2L-5L,More than 1,1
121944,Male,Rural,Bachelor,5L-10L,1,0,0,More than 1,A,Gold,83482.53,Medium,5L-10L,More than 1,0
121945,Male,Urban,High School,5L-10L,0,6,3822,More than 1,A,Platinum,92664.19,High,5L-10L,More than 1,1
121946,Female,Urban,Bachelor,More than 10L,0,5,5497,1,A,Gold,42960.76,Low,More than 10L,1,1
121947,Female,Urban,High School,More than 10L,0,5,3649,1,C,Gold,44129.65,Low,More than 10L,1,1
121948,Male,Urban,High School,More than 10L,1,5,5792,1,A,Gold,43294.47,Low,More than 10L,1,1
121949,Female,Urban,High School,2L-5L,0,5,5542,More than 1,A,Platinum,106802.28,Premium,2L-5L,More than 1,1
121950,Male,Urban,High School,5L-10L,0,1,4023,More than 1,B,Platinum,89780.01,High,5L-10L,More than 1,1
121951,Male,Urban,High School,5L-10L,1,7,5839,1,A,Platinum,45666.0,Low,5L-10L,1,1
121952,Female,Urban,High School,5L-10L,1,8,2899,More than 1,C,Platinum,96215.41,Premium,5L-10L,More than 1,1
121953,Male,Urban,High School,2L-5L,0,7,6535,More than 1,A,Platinum,124622.2,Premium,2L-5L,More than 1,1
121954,Male,Rural,Bachelor,2L-5L,0,8,3037,More than 1,B,Gold,79921.2,Medium,2L-5L,More than 1,1
121955,Male,Urban,Bachelor,2L-5L,1,5,5092,More than 1,A,Platinum,90658.32,High,2L-5L,More than 1,1
121956,Female,Rural,Bachelor,5L-10L,0,3,10382,More than 1,B,Platinum,93348.01,High,5L-10L,More than 1,1
121957,Male,Urban,High School,More than 10L,1,6,4226,More than 1,A,Gold,87838.01,High,More than 10L,More than 1,1
121958,Female,Urban,High School,5L-10L,0,1,8178,More than 1,A,Gold,112057.87,Premium,5L-10L,More than 1,1
121959,Male,Urban,High School,2L-5L,1,2,9154,More than 1,A,Gold,109546.49,Premium,2L-5L,More than 1,1
121960,Male,Urban,Bachelor,2L-5L,1,6,3983,More than 1,B,Platinum,91015.44,High,2L-5L,More than 1,1
121961,Male,Rural,Bachelor,5L-10L,1,5,0,1,B,Platinum,44540.76,Low,5L-10L,1,0
121962,Male,Urban,High School,5L-10L,1,7,2737,1,A,Gold,46107.17,Low,5L-10L,1,1
121963,Male,Urban,Bachelor,5L-10L,0,4,2267,1,A,Gold,44698.88,Low,5L-10L,1,1
121964,Female,Rural,High School,More than 10L,1,7,5312,More than 1,A,Platinum,85747.87,High,More than 10L,More than 1,1
121965,Male,Rural,Bachelor,5L-10L,0,8,2527,More than 1,B,Platinum,80906.18,Medium,5L-10L,More than 1,1
121966,Male,Urban,Others,5L-10L,1,3,3863,More than 1,A,Gold,81972.37,Medium,5L-10L,More than 1,1
121967,Female,Urban,Bachelor,5L-10L,0,6,0,More than 1,B,Silver,82441.72,Medium,5L-10L,More than 1,0
121968,Female,Urban,Bachelor,5L-10L,0,1,3687,More than 1,A,Platinum,94262.26,High,5L-10L,More than 1,1
121969,Male,Urban,Bachelor,2L-5L,0,5,3499,More than 1,A,Silver,100394.73,Premium,2L-5L,More than 1,1
121970,Female,Urban,High School,5L-10L,0,5,3068,1,A,Platinum,46024.28,Low,5L-10L,1,1
